 number name
2136 1.10.287.1060 "ESAT-6-like "
2137 1.10.287.1080 "MazG-like "
2138 1.10.287.1090 "Dimerisation domain of CENP-B "
2139 1.10.287.1100 "Sporulation inhibitor A "
2140 1.10.287.1110 "Tubulin, GTPase "
2141 1.10.287.1120 "Bipartite methylase S protein "
2142 1.10.287.1130 "CytochromE C oxidase copper chaperone "
2143 1.10.287.1140 "EspA/CesA-like "
2144 1.10.287.1150 "TPP helical domain "
2145 1.10.287.1170 "glycoside hydrolase family 81 endo-[beta] glucanase "
2146 1.10.287.1240 
2147 1.10.287.1250 
2148 1.10.287.1260 
2149 1.10.287.1270 
2150 1.10.287.1350 
2151 1.10.287.1390 
2152 1.10.287.1400 
2153 1.10.287.1480 
2154 1.10.287.1490 
2155 1.10.287.1520 
2156 1.10.287.1540 
2157 1.10.287.1660 
2158 1.10.287.1700 
2159 1.10.287.1770 
2160 1.10.287.1880 
2161 1.10.287.1890 
2162 1.10.287.1960 
2163 1.10.287.1970 
2164 1.10.287.2070 
2165 1.10.287.2110 
2166 1.10.287.2170 
2167 1.10.287.2210 
2168 1.10.287.2230 
2169 1.10.287.2250 
2170 1.10.287.2320 
2171 1.10.287.2460 
2172 1.10.287.2480 
2173 1.10.287.2500 
2174 1.10.287.2510 
2175 1.10.287.2610 
2176 1.10.287.2620 
2177 1.10.287.2720 
2178 1.10.287.2900 
2179 1.10.287.2920 
2180 1.10.287.3020 
2181 1.10.287.3030 
2182 1.10.287.3080 
2183 1.10.287.3160 
2184 1.10.287.3180 
2185 1.10.287.3240 
2186 1.10.287.3280 
2187 1.10.287.3290 
2188 1.10.287.3440 
2189 1.10.287.3490 
2190 1.10.287.3510 
2191 1.10.287.3550 
2192 1.10.287.3610 
2193 1.10.287.3700 
2194 1.10.287.3810 
2195 1.10.287.3980 
2196 1.10.287.3990 
2197 1.10.287.4070 
2198 1.10.287.4270 
2199 1.10.287.4280 
2200 1.10.287.4290 
2201 1.10.287.4300 "Stage III sporulation protein AH-like "
2202 1.10.287.4310 
2203 1.10.288.10 "Cobalamin-dependent Methionine Synthase, domain 2 "
2204 1.10.290.10 "Topoisomerase I, domain 4 "
2205 1.10.300.10 "Adenylosuccinate Synthetase, subunit A, domain 2 "
2206 1.10.340.20 "Apc36109-like domain "
2207 1.10.340.30 "Hypothetical protein; domain 2 "
2208 1.10.340.40 "Nuclear abundant poly(A) RNA-bind protein 2, N-terminal domain "
2209 1.10.340.50 
2210 1.10.340.60 "AcsD, palm domain, helix bundle "
2211 1.10.340.70 
2212 1.10.357.10 "Tetracycline Repressor, domain 2 "
2213 1.10.357.20 "SLC41 divalent cation transporters, integral membrane domain "
2214 1.10.357.30 "Exocyst complex subunit Sec15 C-terminal domain, N-terminal subdomain "
2215 1.10.357.40 "YbiA-like "
2216 1.10.357.50 
2217 1.10.357.60 
2218 1.10.357.70 "Exocyst complex component Sec6, C-terminal domain "
2219 1.10.357.80 
2220 1.10.357.90 
2221 1.10.357.100 "Dsl1p vesicle tethering complex, Tip20p subunit, domain C "
2222 1.10.357.110 "Vacuolar protein sorting-associated protein 53, C-terminus "
2223 1.10.357.120 
2224 1.10.357.130 
2225 1.10.357.140 "UbiA prenyltransferase "
2226 1.10.357.150 
2227 1.10.357.160 
2228 1.10.357.170 
2229 1.10.375.10 "Human Immunodeficiency Virus Type 1 Capsid Protein "
2230 1.10.390.10 "Neutral Protease Domain 2 "
2231 1.10.390.20 
2232 1.10.390.30 "Peptidase M60, enhancin-like domain 3 "
2233 1.10.390.40 
2234 1.10.400.10 "GI Alpha 1, domain 2-like "
2235 1.10.400.20 "putative tagatose 6-phosphate kinase domain like "
2236 1.10.405.10 "Guanine Nucleotide Dissociation Inhibitor, domain 1 "
2237 1.10.405.20 
2238 1.10.405.40 
2239 1.10.418.10 "Calponin-like domain "
2240 1.10.418.20 
2241 1.10.418.30 "Ncd80 complex, Ncd80 subunit "
2242 1.10.418.40 "Autophagy protein 6/Beclin 1 "
2243 1.10.418.50 "Microtubule-binding protein MIP-T3 "
2244 1.10.418.60 "Ncd80 complex, Nuf2 subunit "
2245 1.10.418.70 "Intraflagellar transport protein 81, N-terminal domain "
2246 1.10.418.80 "Ubiquitin carboxyl-terminal hydrolase, domain 1 "
2247 1.10.418.90 "Protein of unknown function DUF1823 "
2248 1.10.420.10 "Peroxidase, domain 2 "
2249 1.10.437.10 "Blc2-like "
2250 1.10.437.20 "dsDNA poxvirus "
2251 1.10.439.10 "Penicillin Amidohydrolase, domain 1 "
2252 1.10.439.20 "Phospholipase B-like, domain 2 "
2253 1.10.440.10 "T4 endonuclease V "
2254 1.10.441.10 "Phosphomannose Isomerase, domain 2 "
2255 1.10.442.10 "Cytochrome c oxidase subunit IV "
2256 1.10.443.10 "Intergrase catalytic core "
2257 1.10.443.20 "Centromere DNA-binding protein complex CBF3 subunit, domain 2 "
2258 1.10.443.30 "Telomere resolvase "
2259 1.10.455.10 "Ribosomal protein S7 domain "
2260 1.10.460.10 "Topoisomerase I, domain 2 "
2261 1.10.468.10 "Photosynthetic Reaction Center, subunit C, domain 2 "
2262 1.10.470.10 "Variant Surface Glycoprotein, subunit A, domain 2 "
2263 1.10.472.10 "Cyclin-like "
2264 1.10.472.20 "Nitrile hydratase, beta subunit "
2265 1.10.472.30 "Transcription elongation factor S-II, central domain "
2266 1.10.472.40 "Hypothetical protein mg237 homolog; domain 3 "
2267 1.10.472.50 "HD-domain/PDEase-like "
2268 1.10.472.60 "putative protein disulfide isomerase domain "
2269 1.10.472.80 "Ypt/Rab-GAP domain of gyp1p, domain 3 "
2270 1.10.472.90 "Conserved carboxylase domain "
2271 1.10.472.100 "Presenilin "
2272 1.10.472.110 
2273 1.10.472.130 
2274 1.10.472.140 
2275 1.10.472.150 "Glucose-regulated metallo-peptidase M90, N-terminal domain "
2276 1.10.472.170 
2277 1.10.472.180 "Bunyavirus nucleocapsid (N) protein, C-terminal domain "
2278 1.10.486.10 "PCRA; domain 4 "
2279 1.10.489.10 "Chloroperoxidase-like "
2280 1.10.490.10 "Globins "
2281 1.10.490.20 "Phycocyanins "
2282 1.10.490.30 "Colicin "
2283 1.10.490.40 "Diphtheria toxin, translocation domain "
2284 1.10.490.50 "Antibiotic binding domain of TipA-like multidrug resistance regulators "
2285 1.10.490.60 "Phage p2 RNA dependent RNA polymerase domain "
2286 1.10.490.70 "Histidine kinase N-terminal domain "
2287 1.10.490.110 "Uncharacterized conserved protein DUF2267 "
2288 1.10.490.130 
2289 1.10.490.160 
2290 1.10.506.10 "GTPase Activation - p120gap; domain 1 "
2291 1.10.506.20 
2292 1.10.510.10 "Transferase(Phosphotransferase) domain 1 "
2293 1.10.510.40 
2294 1.10.520.10 
2295 1.10.520.20 "N-terminal domain of the delta subunit of the F1F0-ATP synthase "
2296 1.10.520.30 "AF1862-like domain "
2297 1.10.520.40 "CRISPR-associated protein Cse2 "
2298 1.10.520.60 
2299 1.10.530.10 
2300 1.10.530.40 
2301 1.10.530.50 "Peptidase U40 "
2302 1.10.530.60 
2303 1.10.532.10 "STAT transcription factor, N-terminal domain "
2304 1.10.533.10 "Death Domain, Fas "
2305 1.10.533.20 
2306 1.10.533.30 "Nematode polyprotein allergen ABA-1 "
2307 1.10.540.10 "Acyl-CoA dehydrogenase/oxidase, N-terminal domain "
2308 1.10.555.10 "Rho GTPase activation protein "
2309 1.10.560.10 "GroEL-like equatorial domain "
2310 1.10.565.10 "Retinoid X Receptor "
2311 1.10.569.10 "Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 2 "
2312 1.10.575.10 "P1 Nuclease "
2313 1.10.579.10 "DNA Cyclobutane Dipyrimidine Photolyase, subunit A, domain 3 "
2314 1.10.580.10 "Citrate Synthase, domain 1 "
2315 1.10.590.10 "Chorismate mutase, AroQ class superfamily, eukaryotic "
2316 1.10.599.10 "Aldehyde Ferredoxin Oxidoreductase Protein, subunit A, domain 3 "
2317 1.10.600.10 "Farnesyl Diphosphate Synthase "
2318 1.10.601.10 "RNA Polymerase Primary Sigma Factor "
2319 1.10.606.10 "Vanadium-containing Chloroperoxidase, domain 2 "
2320 1.10.606.20 
2321 1.10.620.20 "Ribonucleotide Reductase, subunit A "
2322 1.10.630.10 "Cytochrome P450 "
2323 1.10.640.10 "Haem peroxidase domain superfamily, animal type "
2324 1.10.645.10 "Cytochrome-c3 Hydrogenase, chain B "
2325 1.10.700.10 "Dioxygenase LigAB, LigA subunit "
2326 1.10.720.10 
2327 1.10.720.30 "SAP domain "
2328 1.10.720.40 
2329 1.10.720.50 "PWWP, helical domain "
2330 1.10.720.60 
2331 1.10.720.80 
2332 1.10.720.140 
2333 1.10.720.160 
2334 1.10.720.170 
2335 1.10.720.180 
2336 1.10.730.10 "Isoleucyl-tRNA Synthetase; Domain 1 "
2337 1.10.730.20 
2338 1.10.740.10 "Transferase Inhibitor Protein From Tn5; Chain "
2339 1.10.750.10 "von Hippel-Lindau disease tumour suppressor, alpha domain "
2340 1.10.750.20 "SOCS box "
2341 1.10.760.10 "Cytochrome c-like domain "
2342 1.10.760.20 "Protein of unknown function DUF3243 "
2343 1.10.780.10 "Hydroxylamine Oxidoreductase; Chain A, domain 1 "
2344 1.10.790.10 "Prion/Doppel protein, beta-ribbon domain "
2345 1.10.790.20 "Domain of unknown function DUF1476 "
2346 1.10.800.10 "Aromatic amino acid hydroxylase "
2347 1.10.820.10 "RNA Helicase Chain A , domain 3 "
2348 1.10.840.10 "Ras guanine-nucleotide exchange factors catalytic domain "
2349 1.10.860.10 "DNAb Helicase; Chain A "
2350 1.10.870.10 "MHC class II-associated invariant chain, trimerisation domain "
2351 1.10.880.10 "Transcription factor, Skn-1-like, DNA-binding domain "
2352 1.10.890.10 "HNS-dependent expression A "
2353 1.10.890.20 
2354 1.10.890.30 "YmgD protein "
2355 1.10.890.40 
2356 1.10.930.10 "Syk Kinase; Chain A, domain 2 "
2357 1.10.940.10 "NusB-like "
2358 1.10.950.10 "Villin headpiece domain "
2359 1.10.1000.11 "Arf Nucleotide-binding Site Opener,domain 2 "
2360 1.10.1020.10 "Adenine-specific Methyltransferase, Domain 2 "
2361 1.10.1030.10 "Carbamoyl-phosphate synthetase, large subunit oligomerisation domain "
2362 1.10.1040.10 "N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2 "
2363 1.10.1040.20 "ProC-like, C-terminal domain "
2364 1.10.1040.30 "ISWI, HAND domain "
2365 1.10.1040.40 
2366 1.10.1040.50 
2367 1.10.1050.10 "Ribosomal Protein S4 Delta 41; Chain A, domain 1 "
2368 1.10.1050.20 
2369 1.10.1060.10 "Alpha-helical ferredoxin "
2370 1.10.1060.20 
2371 1.10.1070.11 "Phosphatidylinositol 3-/4-kinase, catalytic domain "
2372 1.10.1070.20 
2373 1.10.1080.10 "Glutathione Synthetase; Chain A, domain 3 "
2374 1.10.1090.10 "Cytochrome b-c1 complex subunit 7 "
2375 1.10.1100.10 "TAFII-230 TBP-binding domain "
2376 1.10.1130.10 "Flavocytochrome C3; Chain A "
2377 1.10.1130.20 
2378 1.10.1140.10 "Bovine Mitochondrial F1-atpase; Atp Synthase Beta Chain; Chain D, domain 3 "
2379 1.10.1160.10 "Glutamyl-trna Synthetase; Domain 2 "
2380 1.10.1170.10 "Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A "
2381 1.10.1180.10 "B transposition protein, C-terminal domain "
2382 1.10.1200.10 "ACP-like "
2383 1.10.1200.20 "Colicin E immunity protein "
2384 1.10.1200.30 
2385 1.10.1200.50 "Glycerol-3-phosphate acyltransferase, alpha helical bundle, N-terminal "
2386 1.10.1200.60 
2387 1.10.1200.70 "Glutamyl tRNA-reductase dimerization domain "
2388 1.10.1200.80 "Putative flavin oxidoreducatase; domain 2 "
2389 1.10.1200.90 "DsbA-like domain "
2390 1.10.1200.100 "conserved protein domain from corynebacterium diphtheriae "
2391 1.10.1200.120 "Large-conductance mechanosensitive channel, MscL; domain 1 "
2392 1.10.1200.140 "Alkaline phosphatase, crown domain "
2393 1.10.1200.150 "Transcriptional regulator CtsR, C-terminal domain "
2394 1.10.1200.160 
2395 1.10.1200.170 "RNA silencing suppressor P21, C-terminal domain "
2396 1.10.1200.180 
2397 1.10.1200.200 "Protein of unknown function DUF3227 "
2398 1.10.1200.210 "Chaperonin-like RbcX "
2399 1.10.1200.220 
2400 1.10.1200.230 
2401 1.10.1200.240 
2402 1.10.1200.260 
2403 1.10.1200.270 "Methyltransferase, alpha-helical capping domain "
2404 1.10.1220.10 "Met repressor-like "
2405 1.10.1220.20 
2406 1.10.1220.60 
2407 1.10.1220.70 
2408 1.10.1220.80 
2409 1.10.1220.110 
2410 1.10.1220.150 
2411 1.10.1220.160 "DNA sulphur modification protein DndE "
2412 1.10.1220.170 
2413 1.10.1220.190 "VirC2, RHH domain "
2414 1.10.1240.10 "Methionine synthase domain "
2415 1.10.1240.20 "Lytic transglycosylase, superhelical linker domain "
2416 1.10.1240.30 "KaiA/RbsU domain "
2417 1.10.1240.40 "ENT domain "
2418 1.10.1240.50 
2419 1.10.1240.60 
2420 1.10.1240.70 
2421 1.10.1240.80 
2422 1.10.1240.90 
2423 1.10.1240.100 
2424 1.10.1270.10 "TrpR-like "
2425 1.10.1270.20 "tRNA(m1g37)methyltransferase, domain 2 "
2426 1.10.1280.10 "Di-copper center containing domain from catechol oxidase "
2427 1.10.1290.10 "Alpha trans-inducing (Alpha-TIF) "
2428 1.10.1300.10 "3'5'-cyclic nucleotide phosphodiesterase, catalytic domain "
2429 1.10.1320.10 "DNA-directed RNA polymerase, N-terminal domain "
2430 1.10.1330.10 "Dockerin domain "
2431 1.10.1350.10 "Viral capsid alpha domain "
2432 1.10.1370.10 "Neurolysin, domain 3 "
2433 1.10.1370.20 "Oligoendopeptidase f, C-terminal domain "
2434 1.10.1370.30 
2435 1.10.1370.40 
2436 1.10.1380.10 "Neutral endopeptidase , domain2 "
2437 1.10.1390.10 
2438 1.10.1400.10 
2439 1.10.1410.10 
2440 1.10.1410.20 "2'-5'-oligoadenylate synthetase 1, domain 2 "
2441 1.10.1410.30 "CCA tRNA nucleotidyltransferase, domain 2 "
2442 1.10.1410.40 
2443 1.10.1420.10 
2444 1.10.1440.10 "Apolipoprotein C-II "
2445 1.10.1450.10 "Tetraspanin "
2446 1.10.1470.10 "YjbJ "
2447 1.10.1470.20 "Fatty acid synthase; domain 2 "
2448 1.10.1490.10 "C-terminal domain of DFF45/ICAD (DFF-C domain) "
2449 1.10.1500.10 
2450 1.10.1510.10 "Uncharacterised protein YqeY/AIM41 PF09424, N-terminal domain "
2451 1.10.1510.20 "Propanediol/glycerol dehydratase, small subunit "
2452 1.10.1510.30 
2453 1.10.1520.10 "Ribonuclease III domain "
2454 1.10.1520.20 "Ribonuclease III "
2455 1.10.1530.10 
2456 1.10.1540.10 "BEACH domain "
2457 1.10.1580.10 
2458 1.10.1580.20 "Protein of unknown function DUF1040 "
2459 1.10.1600.10 
2460 1.10.1610.10 
2461 1.10.1620.10 "Ribosomal protein L39e "
2462 1.10.1620.20 "ATP synthase, F1 complex, epsilon subunit superfamily, mitochondrial "
2463 1.10.1630.10 "Nuclear receptor coactivator, CREB-bp-like, interlocking domain "
2464 1.10.1650.10 
2465 1.10.1650.20 
2466 1.10.1660.10 
2467 1.10.1660.20 
2468 1.10.1660.30 
2469 1.10.1660.60 "Putative excisionased domain DUF1233 "
2470 1.10.1660.80 
2471 1.10.1670.10 "Helix-hairpin-Helix base-excision DNA repair enzymes (C-terminal) "
2472 1.10.1670.40 
2473 1.10.1710.10 "ProQ/FinO domain "
2474 1.10.1720.10 "L-proline 3-hydroxylase, C-terminal domain "
2475 1.10.1740.10 
2476 1.10.1740.30 "Secreted effector protein SifA helical domain "
2477 1.10.1740.70 "ChaB "
2478 1.10.1740.80 
2479 1.10.1740.90 
2480 1.10.1740.100 "Set2, Rpb1 interacting domain "
2481 1.10.1740.110 
2482 1.10.1740.120 
2483 1.10.1740.130 
2484 1.10.1740.140 
2485 1.10.1740.150 
2486 1.10.1740.160 
2487 1.10.1740.170 "Erythrocyte binding antigen 175 region VI "
2488 1.10.1740.180 
2489 1.10.1740.220 
2490 1.10.1740.240 
2491 1.10.1750.10 
2492 1.10.1760.10 "Actin-related protein 2/3 complex subunit 3 "
2493 1.10.1760.20 
2494 1.10.1780.10 "Clp, N-terminal domain "
2495 1.10.1790.10 "PRD domain "
2496 1.10.1790.20 
2497 1.10.1790.30 
2498 1.10.1790.40 
2499 1.10.1790.50 
2500 1.10.1810.10 "Anti-Sigma Factor A "
2501 1.10.1820.10 "protein kinase ck2 holoenzyme, chain C, domain 1 "
2502 1.10.1840.10 "main proteinase (3clpro) structure, domain 3 "
2503 1.10.1850.10 "Scaffold protein D "
2504 1.10.1870.10 "Domain 3, Saccharopine reductase "
2505 1.10.1900.10 "c-terminal domain of poly(a) binding protein "
2506 1.10.1900.20 "Ribosomal protein L20 "
2507 1.10.1900.40 "Acidic terminal segments, variant surface antigen of PfEMP1 "
2508 1.10.1900.50 
2509 1.10.2000.10 "Frizzled cysteine-rich domain "
2510 1.10.2010.10 "Crustacean CHH/MIH/GIH neurohormone "
2511 1.10.2010.20 
2512 1.10.2020.10 "uronate isomerase, domain 2, chain A "
2513 1.10.2020.20 
2514 1.10.2030.10 "Anthrax toxin lethal factor, domain 3, chain A "
2515 1.10.2040.10 "Protein mu-1, chain B, domain 2 "
2516 1.10.2050.10 "Protein mu-1, chain B, domain 3 "
2517 1.10.2060.10 "PutA proline dehydrogenase (PRODH), domain 2 "
2518 1.10.2080.10 "Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3 "
2519 1.10.2090.10 "Orange carotenoid-binding protein, N-terminal domain "
2520 1.10.3020.10 "alpha-amino acid ester hydrolase ( Helical cap domain) "
2521 1.10.3020.20 
2522 1.10.3030.10 "Gametocyte protein Pfg27 "
2523 1.10.3040.10 "borna disease virus nucleoprotein, domain 1 "
2524 1.10.3050.10 "borna disease virus nucleoprotein, domain 2 "
2525 1.10.3060.10 "Helical scaffold and wing domains of SecA "
2526 1.10.3070.10 "EhaM-like "
2527 1.10.3080.10 "Clc chloride channel "
2528 1.10.3090.10 "cca-adding enzyme, domain 2 "
2529 1.10.3100.10 "Putative cytoplasmic protein "
2530 1.10.3100.20 "Protein of unknown function DUF269 "
2531 1.10.3110.10 "protoporphyrinogen ix oxidase, domain 3 "
2532 1.10.3120.10 "Trigger factor, C-terminal domain "
2533 1.10.3130.10 "serine acetyltransferase, domain 1 "
2534 1.10.3130.20 "Phycobilisome linker domain "
2535 1.10.3140.10 "4-hydroxybutyryl-coa dehydratase, domain 1 "
2536 1.10.3160.10 "Bbcrasp-1 "
2537 1.10.3170.10 "Recbcd, chain B, domain 2 "
2538 1.10.3180.10 "DNA-binding domain of EIN3-like "
2539 1.10.3190.10 "yfbu gene product, domain 2 "
2540 1.10.3200.10 "AF0941-like "
2541 1.10.3200.20 "DNA Polymerase alpha, zinc finger "
2542 1.10.3210.10 "Hypothetical protein af1432 "
2543 1.10.3210.30 
2544 1.10.3210.40 
2545 1.10.3210.50 
2546 1.10.3230.10 "YqbG-like "
2547 1.10.3230.20 "P22 tail accessory factor (Gp4) "
2548 1.10.3230.30 "Phage gp6-like head-tail connector protein "
2549 1.10.3250.10 "type ii restriction endonuclease, domain 1 "
2550 1.10.3260.10 "DNA ligase, ATP-dependent, N-terminal domain "
2551 1.10.3270.10 "HMGR, N-terminal domain "
2552 1.10.3280.10 "Siroheme synthase; domain 3 "
2553 1.10.3290.10 "Fido-like domain "
2554 1.10.3290.20 
2555 1.10.3300.10 "Jann2411-like domain "
2556 1.10.3320.10 "pa2218 like domain "
2557 1.10.3330.10 "Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase "
2558 1.10.3340.10 "SMc04008-like "
2559 1.10.3350.10 "HP0242-like domain "
2560 1.10.3350.20 "Tmem141 protein family "
2561 1.10.3360.10 "VPA0735-like domain "
2562 1.10.3370.10 "SecY subunit domain "
2563 1.10.3380.10 "Sec63 N-terminal domain-like domain "
2564 1.10.3380.20 
2565 1.10.3380.30 
2566 1.10.3390.10 "YejL-like "
2567 1.10.3400.10 "af_2093 domain like "
2568 1.10.3410.10 "putative deoxyguanosinetriphosphate triphosphohydrolase like domain "
2569 1.10.3420.10 "putative ntp pyrophosphohydrolase like domain "
2570 1.10.3430.10 "Ammonium transporter AmtB like domains "
2571 1.10.3440.10 "Sama2622-like "
2572 1.10.3450.10 "TTHA0068-like "
2573 1.10.3450.20 
2574 1.10.3450.30 
2575 1.10.3450.40 "Signal recognition particle, SRP68 subunit, RNA-binding domain "
2576 1.10.3460.10 "Chlorophyll a/b binding protein domain "
2577 1.10.3470.10 "ABC transporter involved in vitamin B12 uptake, BtuC "
2578 1.10.3480.10 "TorD-like "
2579 1.10.3480.20 
2580 1.10.3490.10 "PH0156-like "
2581 1.10.3500.10 "Tex N-terminal region-like "
2582 1.10.3510.10 "NMB0513-like "
2583 1.10.3520.10 "Glycolipid transfer protein "
2584 1.10.3530.10 "Api92-like "
2585 1.10.3540.10 "uncharacterized protein from magnetospirillum magneticum domain "
2586 1.10.3550.10 "eoxyguanosinetriphosphate triphosphohydrolase domain-like "
2587 1.10.3550.20 
2588 1.10.3560.10 "yst0336 like domain "
2589 1.10.3570.10 "Rhabdovirus nucleocapsid protein like domain "
2590 1.10.3580.10 "ATP12 ATPase "
2591 1.10.3590.10 "acid-sensing ion channel 1 domain "
2592 1.10.3600.10 "Putative bacterial toxin ydaT "
2593 1.10.3610.10 "Nucleoprotein "
2594 1.10.3620.10 "YdcF like domain "
2595 1.10.3630.10 "yeast vps74-n-term truncation variant domain like "
2596 1.10.3640.10 "Semialdehyde dehydrogenase-like, C-terminal "
2597 1.10.3650.10 "nitrate reductase domain like "
2598 1.10.3660.10 "6-phosphogluconate dehydrogenase C-terminal like domain "
2599 1.10.3670.10 "Putative xylanase like domain "
2600 1.10.3680.10 "TerB-like "
2601 1.10.3680.20 "Actin cross-linking domain "
2602 1.10.3690.10 "PA2222-like domain "
2603 1.10.3700.10 "AGR C 984p-like "
2604 1.10.3710.10 "DNA polymerase III clamp loader subunits, C-terminal domain "
2605 1.10.3720.10 "MetI-like "
2606 1.10.3730.10 "ProC C-terminal domain-like "
2607 1.10.3730.20 
2608 1.10.3730.30 
2609 1.10.3740.10 "SSO1389-like domains "
2610 1.10.3750.10 "YhaI-like "
2611 1.10.3760.10 "PgpA-like "
2612 1.10.3780.10 "SusD-like "
2613 1.10.3790.10 "NinB "
2614 1.10.3800.10 "ADP-ribosylation domain "
2615 1.10.3810.10 "Biosynthetic peptidoglycan transglycosylase-like "
2616 1.10.3820.10 "Di-heme elbow motif domain "
2617 1.10.3830.10 "Diacylglycerol kinase (DAGK) domain "
2618 1.10.3860.10 "Sodium dicarboxylate symporter "
2619 1.10.3870.10 "AF1437-like domain superfamily "
2620 1.10.3880.10 "Fe(II) trafficking protein YggX "
2621 1.10.3890.10 "HflD-like "
2622 1.10.3900.10 "YacF-like "
2623 1.10.3910.10 "SP0561-like "
2624 1.10.3920.10 "PA2201 C-terminal domain-like "
